Restaurant,Category,Item Name,Description,Price,Dietary Tags
New City Microcreamery @ White Mountain,Tap List -,"(n,g,e)",Salted Cookies & Cream Sweet cream ice cream with chocolate covered oreos with a hint of extra salt,,
New City Microcreamery @ White Mountain,Tap List -,"(g,s)",Tres Leches Vanilla cream cheese ice cream with dulce du leche swirls and vanilla wafer pieces,,
New City Microcreamery @ White Mountain,Tap List -,"(g,n,e,s)",,,
New City Microcreamery @ White Mountain,Tap List -,Tiramisu,Mascarpone ice cream with espresso syrup soaked cookies and swirls of espresso cream,,
New City Microcreamery @ White Mountain,Tap List -,Coffee,"Coffee ice cream Dubai Chocolate Spiced caramel ice cream with chunks of chocolate pistachio candy bar, candied pistachios, and chocolate swirls",,
New City Microcreamery @ White Mountain,Tap List -,"(g,n,s)","Salted Caramel Creamy caramel ice cream with a little extra salt Turtle Pecan Pie Brown sugar spiced ice cream with gooey pecan pie filling, crispy pastry crust, and milk chocolate chips",,
New City Microcreamery @ White Mountain,Tap List -,"(g,s,e,n)",Apple Crisp Fall spice ice cream with roasted apples and crunchy cinnamon streusel Chocolate Fudge Brownie Rich Chocolate Ice Cream with Chunks of brownies and swirls of hawt fudged with crisp flakes of milk and white chocolate,,
New City Microcreamery @ White Mountain,Tap List -,"(g,s,e)",Gingerbread Gingerbread ice cream with pieces of gingerbread cake,,
New City Microcreamery @ White Mountain,Vegan -,Vegan Chocolate,Non-dairy coconut milk ice cream with dark chocolate Vegan Vanilla Non-dairy coconut milk ice cream with madagascar bourbon vanilla beans Vegan PB Oreo Non-dairy soy milk ice cream and peanut butter ice cream with oreo pieces,,vegan; dairy-free
New City Microcreamery @ White Mountain,Vegan -,"(s,n)",,,
New City Microcreamery @ White Mountain,Winter Drink Menu,Eggnog Latte,"Espresso, poured over eggnog. Served hot or iced",,spicy; dairy-free
New City Microcreamery @ White Mountain,Winter Drink Menu,White Chocolate Macadamia Nut Mocha,"Espresso, white chocolate & macadamia nut syrup, milk of choice. Served hot or iced",,spicy
New City Microcreamery @ White Mountain,Winter Drink Menu,Peppermint Mocha,"Espresso, dark or white mocha, peppermint syrup, milk of choice. Served hot or iced",,spicy
New City Microcreamery @ White Mountain,Winter Drink Menu,Gingerbread Latte,"Espresso, poured over gingerbread syrup. Served hot or iced",,spicy
New City Microcreamery @ White Mountain,Winter Drink Menu,Caramel Latte,"Espresso, poured over caramel sauce. Served hot or iced. Can not be made dairy free",,spicy; dairy-free
New City Microcreamery @ White Mountain,Winter Drink Menu,Hot Chocolate,"Options of regular, white, peppermint, or white chocolate macadamia nut",,spicy
New City Microcreamery @ White Mountain,Winter Drink Menu,Gingerbread Matcha,"Matcha, milk of choice, gingerbread syrup. Served hot or iced",,spicy
New City Microcreamery @ White Mountain,Winter Drink Menu,Gingerbread Chai Latte,"Spicy chai tea, matcha, milk of choice, gingerbread syrup. Served hot or iced",,spicy
New City Microcreamery @ White Mountain,Coffee,Drip Coffee,french dark Roast,,spicy
New City Microcreamery @ White Mountain,Coffee,Cold Brew Coffee,,,
New City Microcreamery @ White Mountain,Coffee,Vietnamese Coffee,"sweetened condensed milk, mapleline farms half & half, cold brew",,
New City Microcreamery @ White Mountain,Coffee,Classics,"espresso, americano, latte, cappuccino, mocha, hot chocolate",,spicy
New City Microcreamery @ White Mountain,Coffee,Hot or Iced Chai,"MEMTEA Chai Blend, choice of milk",,spicy
New City Microcreamery @ White Mountain,Coffee,Hot or Iced Matcha Latte,"MEMTEA Matcha, choice of milk",,spicy
New City Microcreamery @ White Mountain,Coffee,Hot or Iced MEMTEA,"wide variety of Green, Black and Herbal",,spicy
New City Microcreamery @ White Mountain,Sodas,Maine Root Beer,,,
New City Microcreamery @ White Mountain,Sodas,Maine Root Mandarin Orange,,,
New City Microcreamery @ White Mountain,Sodas,Maine Root Lemon Lime,,,
New City Microcreamery @ White Mountain,Sodas,Maine Root Mexicane Cola,,,
New City Microcreamery @ White Mountain,Sodas,Maine Root Ginger Beer,,,
New City Microcreamery @ White Mountain,Ice Cream Catering,Name,,,
New City Microcreamery @ White Mountain,Ice Cream Catering,First Name,,,
New City Microcreamery @ White Mountain,Ice Cream Catering,(required),,,
New City Microcreamery @ White Mountain,Ice Cream Catering,Last Name,,,
New City Microcreamery @ White Mountain,Ice Cream Catering,Email,,,
New City Microcreamery @ White Mountain,Ice Cream Catering,Subject,,,
New City Microcreamery @ White Mountain,Ice Cream Catering,Inquiry,,,
New City Microcreamery @ White Mountain,Ice Cream Catering,Message,,,
New City Microcreamery @ White Mountain,Ice Cream Catering,Submit,,,
Sweet Spoon,Signature Flavors,Caramel Explosion,Spoonzilla (12 oz),,
Sweet Spoon,Classic Ice Cream Flavors,Banana,Lil' Joy (8 oz),,
Sweet Spoon,Classic Ice Cream Flavors,Chocolate,Lil' Joy (8 oz),,
Sweet Spoon,Classic Ice Cream Flavors,Coconut,Lil' Joy (8 oz),,
Sweet Spoon,Classic Ice Cream Flavors,Coffee,Lil' Joy (8 oz),,
Sweet Spoon,Classic Ice Cream Flavors,Sherbet,Lil' Joy (8 oz),,
Sweet Spoon,Classic Ice Cream Flavors,Strawberry,Lil' Joy (8 oz),,
Sweet Spoon,Classic Ice Cream Flavors,Vanilla,Lil' Joy (8 oz),,
Sweet Spoon,Cone Classic,Sugar Cone Ice Cream,,,
Sweet Spoon,Cone Classic,1 Scoop,,,
Sweet Spoon,Cone Classic,2 Scoops,,,
Sweet Spoon,Cone Classic,3 Scoops,,,
Sweet Spoon,Froyo,Black Raspberry Chocolate Chip,Lil' Joy (8 oz),,
Sweet Spoon,No Sugar Added Ice Creams (nsa),Raspberry Swirl,Lil' Joy (8 oz),,
Sweet Spoon,Non-Dairy Ice Creams,Non Dairy Vanilla Bean ice cream,Lil' Joy (8 oz),,dairy-free
Sweet Spoon,Ice Cream Gourmet Collection,Black Raspberry Oreo,Lil' Joy (8 oz),,
Sweet Spoon,Ice Cream Gourmet Collection,Purple Cow,Lil' Joy (8 oz),,
Sweet Spoon,SODA,Coca-Cola Zero Sugar 12 fl oz,,,
Sweet Spoon,Water,Poland Spring water 16 fl oz,,,
Sweet Spoon,MILK,Horizon Organic Whole Milk 8 fl oz,,,organic
Insomnia Cookies,Menu,For You,,,
Insomnia Cookies,Menu,Packs,,,
Insomnia Cookies,Menu,Cookies,,,
Insomnia Cookies,Menu,Ice Cream,,,
Insomnia Cookies,Menu,Wiches,Cookie Cakes,,
Insomnia Cookies,packs,"Mix & match your faves. The more you crave, the more you save.",,,
Insomnia Cookies,packs,6-pack,,,
Insomnia Cookies,packs,9-pack,,,
Insomnia Cookies,packs,12-pack,,,
Insomnia Cookies,packs,50 Classic Cookies,,,
Insomnia Cookies,packs,100 Classic Cookies,,,
Insomnia Cookies,classic cookies,"All your classic favorites, extra warm and extra delicious.",Red Velvet Chunk Chocolate Chunk Snickerdoodle Double Chocolate Chunk,,
Insomnia Cookies,classic cookies,Sugar,White Chocolate Macadamia Peanut Butter Chip Oatmeal Raisin Double Chocolate Mint Vegan Birthday Cake Vegan Chocolate Chunk Vegan Double Chocolate Chunk Vegan Gluten Free Chocolate Chip,,vegan; gluten-free
Insomnia Cookies,deluxe cookies,Extra big cookies with extra good stuff.,Confetti Deluxe Chocolate Peanut Butter Cup Deluxe Triple Chocolate Deluxe S'mores Deluxe Salted Caramel Deluxe Oatmeal Chocolate Walnut Deluxe,,
Insomnia Cookies,brownies,Big flavor. Delivered warm. Anything but square.,Chocolate Chip Brownie Chocolate Chunk Brookie Chocolate Chunk Blondie,,
Insomnia Cookies,Ice Cream,Creamy ice cream combined with warm cookies and brownies = dream come true.,Ice Cream in a Cup Ice Cream on a Classic Cookie Ice Cream on a Deluxe Cookie Ice Cream on a Brownie,,
Insomnia Cookies,Ice Cream,Pint,,,
Insomnia Cookies,wiches,Classic Cookie'wich,Deluxe Cookie'wich,,
Insomnia Cookies,"Easy ordering, sweet rewards",App Store,Google Play,,
Insomnia Cookies,"Easy ordering, sweet rewards",Newsroom,Privacy Policy Terms & Conditions Event Terms & Condition Accessibility Contact / FAQ Allergen & Nutrition Info,,
Insomnia Cookies,"Easy ordering, sweet rewards",About Us,,,
Insomnia Cookies,"Easy ordering, sweet rewards",Careers,Corporate Sales,,
Insomnia Cookies,"Easy ordering, sweet rewards",Donations,,,
Insomnia Cookies,"Easy ordering, sweet rewards",Merch,,,
Insomnia Cookies,"Easy ordering, sweet rewards",Countries,,,
Insomnia Cookies,"Easy ordering, sweet rewards",(US),Never miss a deal Sign me up!,,
Insomnia Cookies,"Easy ordering, sweet rewards",Gift Cards,Give the gift everyone loves - warm cookies delivered from insomnia. Visit a bakery today to buy a gift card or send e-gift card below. Check gift card balance Send an E-gift Card This site is protected by reCAPTCHA and the Google Privacy Policy Terms of Service,,
Insomnia Cookies,"Easy ordering, sweet rewards",apply.,insomnia cookies warm.delicious.delivered. © 2026 Privacy Policy . You can customize our use of cookies by clicking the “Cookie Settings” button. Cookies Settings,,
Insomnia Cookies,"Easy ordering, sweet rewards",Reject All,Accept All Cookies,,
Meet Fresh,Products,Icy Grass Jelly Signature,Chocolate Deluxe Egg Waffle Mini Q Winter Melon Tea Tofu Pudding Signature Crystal & Q Mochi Set Shaved Ice Signature Strawberry Smoothie Chocolate QQ Mochi Waffle Hot Red Bean Soup Signature Crystal Mochi & Mung Bean Cake Set Mango Berry Milk Shaved Ice Oolong Milk Tea Double Taro Signature Fluffy Jasmine Green Tea Q Mochi Milk Shaved Ice Matcha Red Bean Egg Waffle Q Mochi Set Icy Passion Fruit Sorbet Bowl Signature Almond Pudding Pineapple Jasmine Green Tea Original Egg Waffle Fresh & High Quality: Our Ingredients are Strictly Chosen and Possess Food Safety Certifications,,spicy
Meet Fresh,Products,Soy Bean,Tofu pudding made from choice non-GMO soy beans with a rich soy aroma and a surprisingly good taste to satisfy taste buds,,
Meet Fresh,Products,Red Bean,"Releases a fragrant smell through the air after cooking, it has abundant iron which promotes circulation and increased immunity. Grass Jelly Dried herbal grass delivered directly from its place of origin, has a cooling effect and after simmering for 8 hours, it becomes soft and refreshing",,
Meet Fresh,Products,Sugar,Naturally delicious flavors in Meet Fresh desserts are enhanced by a splash of our high-quality sugar,,
Meet Fresh,Products,Taro,The texture of the finest carefully selected taro is dense and soft and has appetizing and constipation prevention effects,,
Meet Fresh,Products,Taro Ball,"By careful selection of the finest soft and most fragrant taro following traditional techniques, the texture of each taro ball is soft, chewy, and delicate",,
Meet Fresh,Recent Posts,New Products,"February at Meet Fresh: Love, Luck & Limited Drops February at Meet Fresh: Love, Luck & Limited Drops Welcome the month of love, Lunar New Year, and new collabs all in February. This month, we have various promotions",,
Meet Fresh,Recent Posts,Gaming,"Nikke X Meet Fresh is Here! Jan.1- Feb.28, 2025 Reward Program New Rewards Perks & Member-Only Specials New Rewards Perks & Member-Only Specials If you love Meet Fresh, you are going to love what we are bringing this December! This month is packed with special perks for",,
Meet Fresh,Authentic Taiwanese Desserts,Taiwanese desserts impressing the hearts of everyone worldwide,,,
Meet Fresh,Catering Order Form,Your Name*,Your Email * Your Phone Number * Event & Order Details Date of Event * Event Type * Number of People *,,
Meet Fresh,Catering Order Form,Subject *,Your Message [cf7sr-simple-recaptcha],,
Meet Fresh,New Rewards Perks & Member-Only Specials,customerservice,"November 24, 2025 Reward Program No Comments New Rewards Perks & Member-Only Specials Available at purchases made at ALL STORES when you join the Meet Fresh Rewards Program These items are only available at Arcadia, CA , Cerritos, CA , Cupertino, CA , Fremont, CA , Hacienda Heights, CA , Irvine, CA , Santa Clara, CA , Temple City, CA, and other select locations Our latest release features: – Fluffy Hot Chocolate Slush — A festive blend of chocolate and cool mint, topped with fluffy green whipped cream and holiday sprinkles. – Pineapple Green Tea with Biscoff Fluffy — Inspired by classic pineapple cake, this drink combines smooth pineapple green tea with real fruit bits and a creamy Biscoff fluffy on top. – Hot Cocoa — Warm, creamy, and caffeine-free, this cozy drink is ideal for kids or anyone wanting something nostalgic. -Creme Brulee Thai Tea — A luxurious mix of rich Thai tea and a hand-torched brulee topping that melts beautifully into every sip. Read more about all of our December promotions here A Rewards Program That Gives Back All Year Long",,spicy
Meet Fresh,New Rewards Perks & Member-Only Specials,Archives,February 2026 January 2026 November 2025 October 2025 August 2025,,
Meet Fresh,New Rewards Perks & Member-Only Specials,July 2025,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,June 2025,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,May 2025,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,April 2025,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,March 2025,February 2025 January 2025 November 2024 September 2024,,
Meet Fresh,New Rewards Perks & Member-Only Specials,May 2024,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,April 2024,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,June 2023,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,May 2023,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,April 2023,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,March 2023,February 2023 January 2023 November 2022 October 2022 September 2022,,
Meet Fresh,New Rewards Perks & Member-Only Specials,July 2022,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,June 2022,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,May 2022,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,April 2022,January 2022 December 2021 November 2021 September 2021,,
Meet Fresh,New Rewards Perks & Member-Only Specials,March 2021,December 2020 September 2020,,
Meet Fresh,New Rewards Perks & Member-Only Specials,July 2020,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,June 2020,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,May 2020,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,April 2020,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,March 2020,February 2020 January 2020 December 2018 November 2018,,
Meet Fresh,New Rewards Perks & Member-Only Specials,Categories,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,Dining,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,Features,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,Menu,New Products,,
Meet Fresh,New Rewards Perks & Member-Only Specials,News,,,
Meet Fresh,New Rewards Perks & Member-Only Specials,Promotion,Reward Program Uncategorized,,
"Da Vinci Panini, Waffle & Gelato Cafe",Menu,Join Da Vinci Gelato & Waffle Rewards! Get a  reward for every $50.00 spent,"Sign In/ Sign Up No results for """" Sorry, we couldn’t find a match. Please try a different seach term. Da Vinci Gelato & Waffle",$5.00,
"Da Vinci Panini, Waffle & Gelato Cafe",Menu,Address,Da Vinci Gelato & Waffle Huntington Avenue 297,,
"Da Vinci Panini, Waffle & Gelato Cafe",Menu,Boston,,,
"Da Vinci Panini, Waffle & Gelato Cafe",Menu,Impressum,,,
"Da Vinci Panini, Waffle & Gelato Cafe",Menu,Made with,,,
"Da Vinci Panini, Waffle & Gelato Cafe",Menu,Tabless,,,
New City Microcreamery,Classic Flavors -,Vanilla,A rich custard base steeped with madagascar bourbon vanilla beans,,
New City Microcreamery,Classic Flavors -,Chocolate,Dark chocolate ice cream,,
New City Microcreamery,Classic Flavors -,Strawberry,Sweet cream ice cream spun with roasted strawberries,,
New City Microcreamery,Classic Flavors -,Mint Chip,Sweet cream ice cream steeped with fresh mint and spun with semi-sweet chocolate chips Cookie Dough Sweet cream ice cream with chunks of house-made chocolate chip cookie dough,,
New City Microcreamery,Classic Flavors -,"(g,e)",Cookies & Cream Sweet cream ice cream with real oreo pieces Cake Batter Sweet cream ice cream mixed with birthday cake batter and rainbow sprinkles,,
New City Microcreamery,Classic Flavors -,"(g,e,s)",,,
New City Microcreamery,Tap List -,Vanilla Bourbon,Our rich vanilla ice cream with Four Roses bourbon,,
New City Microcreamery,Tap List -,"(g,e,a)",,,
New City Microcreamery,Tap List -,Baklava,Honey and cinnamon ice cream with swirls of walnut filling and gooey filo dough pieces,,
New City Microcreamery,Tap List -,"(n,g,e)",Salted Cookies & Cream Sweet cream ice cream with chocolate covered oreos with a hint of extra salt,,
New City Microcreamery,Tap List -,"(g,s)",Tres Leches Vanilla cream cheese ice cream with dulce du leche swirls and vanilla wafer pieces,,
New City Microcreamery,Tap List -,"(g,n,e,s)",,,
New City Microcreamery,Tap List -,Tiramisu,Mascarpone ice cream with espresso syrup soaked cookies and swirls of espresso cream,,
New City Microcreamery,Tap List -,Coffee,"Coffee ice cream Dubai Chocolate Spiced caramel ice cream with chunks of chocolate pistachio candy bar, candied pistachios, and chocolate swirls",,
New City Microcreamery,Tap List -,"(g,n,s)","Salted Caramel Creamy caramel ice cream with a little extra salt Turtle Pecan Pie Brown sugar spiced ice cream with gooey pecan pie filling, crispy pastry crust, and milk chocolate chips",,
New City Microcreamery,Tap List -,"(g,s,e,n)",Apple Crisp Fall spice ice cream with roasted apples and crunchy cinnamon streusel Chocolate Fudge Brownie Rich Chocolate Ice Cream with Chunks of brownies and swirls of hawt fudged with crisp flakes of milk and white chocolate,,
New City Microcreamery,Tap List -,"(g,s,e)",Gingerbread Gingerbread ice cream with pieces of gingerbread cake,,
New City Microcreamery,Vegan -,Vegan Chocolate,Non-dairy coconut milk ice cream with dark chocolate Vegan Vanilla Non-dairy coconut milk ice cream with madagascar bourbon vanilla beans Vegan PB Oreo Non-dairy soy milk ice cream and peanut butter ice cream with oreo pieces,,vegan; dairy-free
New City Microcreamery,Vegan -,"(s,n)",,,
New City Microcreamery,Winter Drink Menu,Eggnog Latte,"Espresso, poured over eggnog. Served hot or iced",,spicy; dairy-free
New City Microcreamery,Winter Drink Menu,White Chocolate Macadamia Nut Mocha,"Espresso, white chocolate & macadamia nut syrup, milk of choice. Served hot or iced",,spicy
New City Microcreamery,Winter Drink Menu,Peppermint Mocha,"Espresso, dark or white mocha, peppermint syrup, milk of choice. Served hot or iced",,spicy
New City Microcreamery,Winter Drink Menu,Gingerbread Latte,"Espresso, poured over gingerbread syrup. Served hot or iced",,spicy
New City Microcreamery,Winter Drink Menu,Caramel Latte,"Espresso, poured over caramel sauce. Served hot or iced. Can not be made dairy free",,spicy; dairy-free
New City Microcreamery,Winter Drink Menu,Hot Chocolate,"Options of regular, white, peppermint, or white chocolate macadamia nut",,spicy
New City Microcreamery,Winter Drink Menu,Gingerbread Matcha,"Matcha, milk of choice, gingerbread syrup. Served hot or iced",,spicy
New City Microcreamery,Winter Drink Menu,Gingerbread Chai Latte,"Spicy chai tea, matcha, milk of choice, gingerbread syrup. Served hot or iced",,spicy
New City Microcreamery,Coffee,Drip Coffee,french dark Roast,,spicy
New City Microcreamery,Coffee,Cold Brew Coffee,,,
New City Microcreamery,Coffee,Vietnamese Coffee,"sweetened condensed milk, mapleline farms half & half, cold brew",,
New City Microcreamery,Coffee,Classics,"espresso, americano, latte, cappuccino, mocha, hot chocolate",,spicy
New City Microcreamery,Coffee,Hot or Iced Chai,"MEMTEA Chai Blend, choice of milk",,spicy
New City Microcreamery,Coffee,Hot or Iced Matcha Latte,"MEMTEA Matcha, choice of milk",,spicy
New City Microcreamery,Coffee,Hot or Iced MEMTEA,"wide variety of Green, Black and Herbal",,spicy
New City Microcreamery,Sodas,Maine Root Beer,,,
New City Microcreamery,Sodas,Maine Root Mandarin Orange,,,
New City Microcreamery,Sodas,Maine Root Lemon Lime,,,
New City Microcreamery,Sodas,Maine Root Mexicane Cola,,,
New City Microcreamery,Sodas,Maine Root Ginger Beer,,,
New City Microcreamery,Ice Cream Catering,Name,,,
New City Microcreamery,Ice Cream Catering,First Name,,,
New City Microcreamery,Ice Cream Catering,(required),,,
New City Microcreamery,Ice Cream Catering,Last Name,,,
New City Microcreamery,Ice Cream Catering,Email,,,
New City Microcreamery,Ice Cream Catering,Subject,,,
New City Microcreamery,Ice Cream Catering,Inquiry,,,
New City Microcreamery,Ice Cream Catering,Message,,,
New City Microcreamery,Ice Cream Catering,Submit,,,
Honeycomb Creamery,Ice Cream Flavors,"**Last Updated February 14th, 2026**","Below is our current seasonal menu! All our ice cream is made in small batches, so they rotate frequently and sometimes we run out. If you have your heart set on a flavor, don't hesitate to give us a call to see if we have it in our cabinet!",,
Honeycomb Creamery,Ice Cream Flavors,Classic,"Birthday Cake Vanilla ice cream swirled with chocolate marshmallow buttercream, chocolate cake truffles, and homemade rainbow sprinkles. contains: milk, egg, wheat, soy Brown Sugar Vanilla Vanilla ice cream sweetened with brown sugar. contains: milk, egg Cold Brew Coffee Chip Coffee ice cream studded with flecks of dark chocolate. contains: milk, egg, soy Honey Lavender Lavender ice cream infused with lavender from Curio Spice and sweetened with local honey from New England Beekeeping. contains: milk, egg Milk Chocolate Stracciatella Milk chocolate ice cream studded with flecks of dark chocolate. contains: milk, egg, soy Peanut Butter Fudge Crunch Peanut butter ice cream layered with homemade hot fudge and chocolate cookie crunchies. contains: milk, egg, peanuts, soy, tree nuts (coconut), wheat Salted Caramel Crackle Salted caramel ice cream folded with homemade honeycomb candy. contains: milk, egg Frozen Yogurt",,spicy
Honeycomb Creamery,Ice Cream Flavors,Lemon,Greek frozen yogurt infused with fresh lemon juice and zest. contains: milk Raspberry Vanilla Raspberry frozen yogurt infused with vanilla extract. contains: milk,,
Honeycomb Creamery,Ice Cream Flavors,Soft Serve,,,
Honeycomb Creamery,Ice Cream Flavors,Chocolate,,,
Honeycomb Creamery,Ice Cream Flavors,Raspberry,,,
Honeycomb Creamery,Ice Cream Flavors,Seasonal,"Banana Bread & Fudge Roasted banana ice cream layered with swirls of hot fudge and homemade banana bread. contains: milk, egg, wheat, soy Blonde Chocolate Cheesecake Caramelized white chocolate ice cream layered with ribbons of cream cheese buttercream and homemade graham cracker crust crumble. contains: milk, egg, wheat, soy Cherry Ruby Chocolate Ruby chocolate ice cream spun with roasted sweet cherries. contains: milk, egg, soy Dark Chocolate & Raspberry Dark chocolate ice cream with swirls of homemade raspberry jam. contains: milk, egg, soy Plum Pistachio Crumble Ice cream spiced with Fork on a Road’s Shahi Gulshan, layered with plum jam and homemade pistachio crumble. contains: milk, egg, sesame, tree nuts (pistachio), wheat Strawberry Rose Gâteau Roasted strawberry ice cream lightly infused with rosewater and studded with homeemade, buttercream-filled sponge cake. contains: milk, egg, wheat",,spicy
Honeycomb Creamery,Ice Cream Flavors,Vegan,Chocolate Covered Strawberry Roasted strawberry ice cream (made with coconut cream and oat milk) swirled with ribbons of vegan hot fudge. contains: tree nuts (coconut) Chocolate Sorbet Intensely dark chocolate sorbet made with 100% cocoa mass. Grapefruit Rosemary Sorbet Fresh grapefruit sorbet sweetened with homemade rosemary simple syrup,,vegan; spicy
Honeycomb Creamery,Ice Cream Flavors,Horchata,"Cinnamon and vanilla ice cream made with coconut cream and homemade brown rice milk. contains: tree nuts (coconut) Coming Soon Rotating Soon ____________________________________________________________________________________________ Specialty Ice Creams Seasonal Sundae Sweetheart Sundae A heart-shaped chocolate cake topped with your choice of ice cream, hot fudge, and homemade raspberry coulis. Available throughout February",,spicy
Honeycomb Creamery,Ice Cream Flavors,+ tax,Taco Tuesday,$9.50,
Honeycomb Creamery,Ice Cream Flavors,Cakewiches,"Cakewich au Chocolat Dark chocolate ice cream filled with a cherry jam core, sandwiched between two slices of chocolate cake, and topped with a chocolate drizzle and kirsch buttercream. Available throughout February ||",,
Honeycomb Creamery,Ice Cream Flavors,( + tax),Brownie Sundaes,$7.95,
Honeycomb Creamery,Housemade Waffle Cones & Bowls,Vanilla,,,
Honeycomb Creamery,Housemade Waffle Cones & Bowls,Matcha,Vegan Chocolate,,vegan
Honeycomb Creamery,Pastries & Drinks,Housemade Pastries,,,
Honeycomb Creamery,Pastries & Drinks,Brownies,,,
Honeycomb Creamery,Pastries & Drinks,Cookies,"(chocolate chip, oatmeal toffee, peanut butter miso, snickerdoodle, ginger molasses, flourless brookie, vegan chocolate chip)",,vegan
Honeycomb Creamery,Pastries & Drinks,Drinks,,,
Honeycomb Creamery,Pastries & Drinks,Frappes,,,
Honeycomb Creamery,Pastries & Drinks,Coffee,"(Hot or Iced) made in house with Little Wolf Coffee Hot Chocolate (seasonal, vegan available) Assortment of MEM Tea",,vegan; spicy
Honeycomb Creamery,Special Orders,Thank you for choosing Honeycomb Creamery for your event!,"Below are our available options for large orders. Please fill out the order form at the bottom to get your order started! For additional services, combining options, and pricing, please email us at events@honeycombcreamery.com",,
Honeycomb Creamery,Special Orders,There is a minimum of  for orders,"For smaller events, we have pints readily available for pick up at our shop! PLEASE NOTE: FROM MAY - SEPTEMBER WE REQUIRE A MINIMUM OF A 1 WEEK LEAD TIME FOR ORDERS",$150,
Honeycomb Creamery,Pick Up & Delivery,"If you’re planning an event where the ice cream will be self-served,",you can order any one of our current ice creams for pick up at our shop or delivered to your event location,,
Honeycomb Creamery,Pick Up & Delivery,Minimum purchase for large ice cream orders is,,$150,
Honeycomb Creamery,Pick Up & Delivery,• Ice Cream Cups -  •,,$4.95,
Honeycomb Creamery,Pick Up & Delivery,• Chocolate Chip Cookiewiches -  •,,$4.15,
Honeycomb Creamery,Pick Up & Delivery,• Cakewiches -  •,,$8.50,
Honeycomb Creamery,Pick Up & Delivery,• Ice Cream Tacos -  •,,$9.25,
Honeycomb Creamery,Pick Up & Delivery,• Pints -  •,,$12.00,
Honeycomb Creamery,Pick Up & Delivery,• 1/2 Gallon -  •,,$24.45,
Honeycomb Creamery,Pick Up & Delivery,• 1 1/2 Gallon -  •,,$66,
Honeycomb Creamery,Pick Up & Delivery,• Waffle Cones -  each •,,$1.60,
Honeycomb Creamery,Pick Up & Delivery,• Biodegradable bowls with spoons -  each •,,$0.80,
Honeycomb Creamery,Pick Up & Delivery,• Delivery Fee -  •,"Travel restrictions may apply. **If you’re interested in a custom ice cream flavor for your order,",$25,
Honeycomb Creamery,Pick Up & Delivery,email,events@honeycombcreamery.com to see how we can make that possible!**,,
Honeycomb Creamery,Pastry Orders,Place an order for pick up or delivery and,enjoy our homemade pastries!,,
Honeycomb Creamery,Pastry Orders,Minimum for pick up/delivery and set up is,,$150,
Honeycomb Creamery,Pastry Orders,Tea Bread,"Ice Cream Cups Ice Cream Cakewiches Sundae Kits For an extensive list of pastries or any questions you have about our offerings on a specific date, please email events@honeycombcreamery.com",,
Honeycomb Creamery,Ice cream taco orders,There’s nothing like an ice cream taco!,Our tacos are now available for bulk orders,,
Honeycomb Creamery,Ice cream taco orders,Minimum purchase for pick up/delivery and set up is,"For our weekly special, please email events@honeycombcreamery.com for availability",$150,
Honeycomb Creamery,Ice cream taco orders,per taco,,$9.00,
Honeycomb Creamery,Ice cream taco orders,S'Mores​,"- A chocolate waffle cone filled with our vanilla ice cream, dipped in a dark chocolate shell, rolled in graham cracker, and topped with our homemade torched marshmallow",,
Honeycomb Creamery,Ice cream taco orders,Tiramisu​,"- A chocolate waffle cone filled with our coffee ice cream, dipped in a dark chocolate shell, and topped with our homemade kahlua whipped cream. Caramel Turtle ​ - A chocolate waffle cone filled with our chocolate ice cream, homemade caramel, and toasted pecans, dipped in a dark chocolate shell, and topped with our homemade sea salt. Birthday Cake ​ - A vanilla waffle cone filled with a slice of cake and our milk chocolate stracciatella ice cream, dipped in dark chocolate shell, and topped with rainbow sprinkles. Horchata Crunch (vegan)​ - A chocolate waffle cone filled with our Horchata ice cream, dipped in a dark chocolate shell, and topped with our homemade honeycomb candy. **If you would like to make a custom ice cream taco flavor, please",,vegan
Honeycomb Creamery,Special Order Inquiry Form,Name,,,
Honeycomb Creamery,Special Order Inquiry Form,First Name,,,
Honeycomb Creamery,Special Order Inquiry Form,(required),,,
Honeycomb Creamery,Special Order Inquiry Form,Last Name,,,
Honeycomb Creamery,Special Order Inquiry Form,Phone,,,
Honeycomb Creamery,Special Order Inquiry Form,Pick Up,,,
Honeycomb Creamery,Special Order Inquiry Form,Delivery,Pick Up/Delivery Date,,
